Id,OwnerUserId,CreationDate,Score,Title,Body
19654,1951,2008-08-21T11:48:03Z,5,Introducing Python,"<p>The company I used to work with has two developers working fulltime, and a handful of freelancers. They're in the process of hiring a new lead developer to try to bring order and management to the development.</p>

<p>But, currently, one of the developers has seen the light of Django (the company has only developed in PHP to date) while the other developer is concerned that introducing a new language (Python) is a bad idea right now.</p>

<p>How should they approach introducing this new technology? Obviously with only one of the developers actually knowing Python, there will be no redundancy when that dev is away or leaves the company.</p>

<p>Should they bother to introduce Python, or should they look for PHP-only solutions until such a time when the team actually have more than one Pythonion? Without a team leader, the decisions are having to fall to them.</p>
"
20063,1335,2008-08-21T14:24:41Z,84,What's the best way to grab/parse command line arguments passed to a Python script?,"<p>What's the <strong>easiest, tersest, and most flexible</strong> method or library for parsing Python command line arguments?</p>
"
20794,1892,2008-08-21T19:00:52Z,13,Find broken symlinks with Python,"<p>If I call <code>os.stat()</code> on a broken <code>symlink</code>, python throws an <code>OSError</code> exception. This makes it useful for finding them. However, there are a few other reasons that <code>os.stat()</code> might throw a similar exception. Is there a more precise way of detecting broken <code>symlinks</code> with Python under Linux?</p>
"
20927,1914,2008-08-21T19:41:57Z,6,updating an auto_now DateTimeField in a parent model w/ Django,"<p>I've got two models: Message and Attachment. Each attachment is attached to a specific message, using a ForeignKey on the Attachment model. Both models have an auto_now DateTimeField called updated. I'm trying to make it so that when any attachment is saved, it also sets the updated field on the associated message to now. Here's my code:</p>

<pre><code>def save(self):
    super(Attachment, self).save()
    self.message.updated = self.updated
</code></pre>

<p>Will this work, and if you can explain it to me, why? If not, how would I accomplish this?</p>
"
21454,2019,2008-08-21T23:48:08Z,65,Specifying a mySQL ENUM in a Django model,"<p>How do I go about specifying and using an ENUM in a Django model?</p>
"
21934,1556,2008-08-22T07:35:26Z,35,Why Java and Python garbage collection methods are different?,"<p>Python uses the reference count method to handle object life time. So an object that has no more use will be immediately destroyed.</p>

<p>But, in Java, the GC(garbage collector) destroys objects which are no longer used at a specific time.</p>

<p>Why does Java choose this strategy and what is the benefit from this?</p>

<p>Is this better than the Python approach?</p>
"
21961,2427,2008-08-22T09:06:43Z,3,Why does this python date/time conversion seem wrong?,"<pre><code>&gt;&gt;&gt; import time
&gt;&gt;&gt; time.strptime(""01-31-2009"", ""%m-%d-%Y"")
(2009, 1, 31, 0, 0, 0, 5, 31, -1)
&gt;&gt;&gt; time.mktime((2009, 1, 31, 0, 0, 0, 5, 31, -1))
1233378000.0
&gt;&gt;&gt; 60*60*24 # seconds in a day
86400
&gt;&gt;&gt; 1233378000.0 / 86400
14275.208333333334
</code></pre>

<p>time.mktime should return the number of seconds since the epoch. Since I'm giving it a time at midnight and the epoch is at midnight, shouldn't the result be evenly divisible by the number of seconds in a day?</p>
"
22059,NA,2008-08-22T10:51:19Z,4,"How do content discovery engines, like Zemanta and Open Calais work?","<p>I was wondering how as semantic service like Open Calais figures out the names of companies, or people, tech concepts, keywords, etc. from a piece of text. Is it because they have a large database that they match the text against? </p>

<p>How would a service like Zemanta know what images to suggest to a piece of text for instance? </p>
"
22149,2077,2008-08-22T12:01:53Z,25,Unicode vs UTF-8 confusion in Python / Django?,"<p>I stumbled over this passage in the <a href=""http://www.djangoproject.com/documentation/tutorial01/"">Django tutorial</a>:</p>

<blockquote>
  <p>Django models have a default <strong>str</strong>() method that calls <strong>unicode</strong>() and converts the result to a UTF-8 bytestring. This means that unicode(p) will return a Unicode string, and str(p) will return a normal string, with characters encoded as UTF-8.</p>
</blockquote>

<p>Now, I'm confused because afaik Unicode is not any particular representation, so what is a ""Unicode string"" in Python? Does that mean UCS-2? Googling turned up <a href=""http://www.reportlab.com/i18n/python_unicode_tutorial.html"">this ""Python Unicode Tutorial""</a> which boldly states</p>

<blockquote>
  <p>Unicode is a two-byte encoding which covers all of the world's common writing systems.</p>
</blockquote>

<p>which is plain wrong, or is it? I have been confused many times by character set and encoding issues, but here I'm quite sure that the documentation I'm reading is confused. Does anybody know what's going on in Python when it gives me a ""Unicode string""?</p>
"
22617,2504,2008-08-22T15:10:46Z,68,Format numbers to strings in Python,"<p>I need to find out how to format numbers as strings. My code is here:</p>

<pre><code>return str(hours)+"":""+str(minutes)+"":""+str(seconds)+"" ""+ampm
</code></pre>

<p>Hours and minutes are integers, and seconds is a float.  the str() function will convert all of these numbers to the tenths (0.1) place.  So instead of my string outputting ""5:30:59.07 pm"", it would display something like ""5.0:30.0:59.1 pm"".</p>

<p>Bottom line, what library / function do I need to do this for me?</p>
"
22676,2109,2008-08-22T15:34:13Z,492,How do I download a file over HTTP using Python?,"<p>I have a small utility that I use to download a MP3 from a website on a schedule and then builds/updates a podcast XML file which I've obviously added to iTunes.</p>

<p>The text processing that creates/updates the XML file is written in Python. I use wget inside a Windows <code>.bat</code> file to download the actual MP3 however. I would prefer to have the entire utility written in Python though.</p>

<p>I struggled though to find a way to actually down load the file in Python, thus why I resorted to <code>wget</code>.</p>

<p>So, how do I download the file using Python?</p>
"
23397,2555,2008-08-22T20:27:46Z,20,What's the best way to duplicate fork() in windows?,"<p>How do I implement some logic that will allow me to reproduce on Windows the functionality that I have on Linux with the <code>fork()</code> system call, using Python?</p>

<p>I'm specifically trying to execute a method on the SAPI Com component, while continuing the other logic in the main thread without blocking or waiting.</p>
"
23907,745,2008-08-23T03:00:46Z,34,How can I graph the Lines of Code history for git repo?,"<p>Basically I want to get the number of lines-of-code in the repository after each commit.</p>

<p>The only (really crappy) ways I have found is to use git filter-branch to run ""wc -l *"", and a script that run git reset --hard on each commit, then ran wc -l</p>

<p>To make it a bit clearer, when the tool is run, it would output the lines of code of the very first commit, then the second and so on.. This is what I want the tool to output (as an example):</p>

<pre><code>me@something:~/$ gitsloc --branch master
10
48
153
450
1734
1542
</code></pre>

<p>I've played around with the ruby 'git' library, but the closest I found was using the .lines() method on a diff, which seems like it should give the added lines (but does not.. it returns 0 when you delete lines for example)</p>

<pre><code>require 'rubygems'
require 'git'

total = 0
g = Git.open(working_dir = '/Users/dbr/Desktop/code_projects/tvdb_api')


last = nil
g.log.each do |cur|
  diff = g.diff(last, cur)
  total = total + diff.lines
  puts total
  last = cur
end
</code></pre>
"
24193,267,2008-08-23T12:41:43Z,3,Python code generator for Visual Studio?,"<p>I had an idea, if I add a python .py file to my C# project, and tag the file with a custom generator that would execute the python file, and treat the output as the result of the code generation, ie. put it into a C# file, that would allow me to do quite a lot of code generation as part of the build process.</p>

<p>Does anyone know if such a custom generator for Visual Studio 2008 exists?</p>
"
24931,1670,2008-08-24T08:46:57Z,7,How to capture Python interpreter's and/or CMD.EXE's output from a Python script?,"<ol>
<li>Is it possible to capture Python interpreter's output from a Python script?</li>
<li>Is it possible to capture Windows CMD's output from a Python script?</li>
</ol>

<p>If so, which librar(y|ies) should I look into?</p>
"
25116,2679,2008-08-24T15:37:50Z,41,Binary buffer in Python,"<p>In Python you can use <a href=""https://docs.python.org/library/struct.html"">StringIO</a> for a file-like buffer for character data. <a href=""https://docs.python.org/library/mmap.html"">Memory-mapped file</a> basically does similar thing for binary data, but it requires a file that is used as the basis. Does Python have a file object that is intended for binary data and is memory only, equivalent to Java's <a href=""http://java.sun.com/javase/6/docs/api/java/io/ByteArrayOutputStream.html"">ByteArrayOutputStream</a>?</p>

<p>The use-case I have is I want to create a ZIP file in memory, and <a href=""https://docs.python.org/library/zipfile.html"">ZipFile</a> requires a file-like object.</p>
"
25661,2772,2008-08-25T04:36:48Z,7,pyGame within a pyGTK application,"<p>What is the best way to use PyGame (SDL) within a PyGTK application?</p>

<p>I'm searching for a method that allows me to have a drawing area in the GTK window and at the same time being able to manage both GTK and SDL events.</p>
"
25807,2679,2008-08-25T09:06:16Z,30,Python super class reflection,"<p>If I have Python code</p>

<pre><code>class A():
    pass
class B():
    pass
class C(A, B):
    pass
</code></pre>

<p>and I have class <code>C</code>, is there a way to iterate through it's super classed (<code>A</code> and <code>B</code>)? Something like pseudocode:</p>

<pre><code>&gt;&gt;&gt; magicGetSuperClasses(C)
(&lt;type 'A'&gt;, &lt;type 'B'&gt;)
</code></pre>

<p>One solution seems to be <a href=""http://docs.python.org/lib/module-inspect.html"">inspect module</a> and <code>getclasstree</code> function.</p>

<pre><code>def magicGetSuperClasses(cls):
    return [o[0] for o in inspect.getclasstree([cls]) if type(o[0]) == type]
</code></pre>

<p>but is this a ""Pythonian"" way to achieve the goal?</p>
"
26595,156,2008-08-25T18:27:16Z,193,"Is there any difference between ""foo is None"" and ""foo == None""?","<p>Is there any difference between:</p>

<pre><code>if foo is None: pass
</code></pre>

<p>and</p>

<pre><code>if foo == None: pass
</code></pre>

<p>The convention that I've seen in most Python code (and the code I myself write) is the former, but I recently came across code which uses the latter.  None is an instance (and the only instance, IIRC) of NoneType, so it shouldn't matter, right?  Are there any circumstances in which it might?</p>
"
26706,1785,2008-08-25T19:43:15Z,5,wxpython: How do I examine dragged data in OnDragOver?,"<p>I'm a bit perplexed by drag and drop in wxPython (but perhaps this questions pertains to drag and drop in other GUI frameworks as well). The frameworks provides a couple of callbacks (OnEnter and OnDragOver) that purportedly allow me to inform the system whether the current mouse position is a valid place to drop whatever it is that is being dragged. From these methods I can return wx.DragNone, wx.DragCopy, etc. What baffles me is that from within these methods I am not allowed to call GetData, which means I am not allowed to examine the data that the user is dragging. If I cannot see the data, how am I supposed to know whether it is OK for the user to drop here?</p>
"
27567,1662,2008-08-26T08:40:28Z,9,Where can I learn more about PyPy's translation function?,"<p>I've been having a hard time trying to understand PyPy's translation.  It looks like something absolutely revolutionary from simply reading the description, however I'm hard-pressed to find good documentation on actually translating a real world piece of code to something such as LLVM.  Does such a thing exist?  The official PyPy documentation on it just skims over the functionality, rather than providing anything I can try out myself.</p>
"
28165,305,2008-08-26T14:20:48Z,10,Does PHP have an equivalent to this type of Python string substitution?,"<p>Python has this wonderful way of handling string substitutions using dictionaries:</p>

<pre><code>&gt;&gt;&gt; 'The %(site)s site %(adj)s because it %(adj)s' % {'site':'Stackoverflow', 'adj':'rocks'}
'The Stackoverflow site rocks because it rocks'
</code></pre>

<p>I love this because you can specify a value once in the dictionary and then replace it all over the place in the string.</p>

<p>I've tried to achieve something similar in PHP using various string replace functions but everything I've come up with feels awkward.</p>

<p>Does anybody have a nice clean way to do this kind of string substitution in PHP?</p>

<p><em><strong>Edit</em></strong><br>
Here's the code from the sprintf page that I liked best.  </p>

<pre><code>&lt;?php

function sprintf3($str, $vars, $char = '%')
{
    $tmp = array();
    foreach($vars as $k =&gt; $v)
    {
        $tmp[$char . $k . $char] = $v;
    }
    return str_replace(array_keys($tmp), array_values($tmp), $str);
}

echo sprintf3( 'The %site% site %adj% because it %adj%', array('site'=&gt;'Stackoverflow', 'adj'=&gt;'rocks'));
?&gt;
</code></pre>
"
28369,3002,2008-08-26T15:27:03Z,3,"Is ""safe_eval"" really safe?","<p>I'm looking for a ""safe"" eval function, to implement spreadsheet-like calculations (using numpy/scipy).</p>

<p>The functionality to do this (the <a href=""http://docs.python.org/lib/module-rexec.html"" rel=""nofollow"">rexec module</a>) has been removed from Python since 2.3 due to apparently unfixable security problems. There are several third-party hacks out there that purport to do this - the most thought-out solution that I have found is 
<a href=""http://code.activestate.com/recipes/496746/"" rel=""nofollow"">this Python Cookbok recipe</a>, ""safe_eval"". </p>

<p>Am I reasonably safe if I use this (or something similar), to protect from malicious code, or am I stuck with writing my own parser? Does anyone know of any better alternatives?</p>

<p>EDIT: I just discovered <a href=""http://pypi.python.org/pypi/RestrictedPython"" rel=""nofollow"">RestrictedPython</a>, which is part of Zope. Any opinions on this are  welcome.</p>
"
28559,116,2008-08-26T16:37:52Z,9,Most Pythonic way equivalent for: while ((x = next()) != END),"<p>What's the best Python idiom for this C construct?</p>

<pre><code>while ((x = next()) != END) {
    ....
}
</code></pre>

<p>I don't have the ability to recode next().</p>

<p>update:  and the answer from seems to be:</p>

<pre><code>for x in iter(next, END):
    ....
</code></pre>
"
28668,1892,2008-08-26T17:20:47Z,8,Best way to extract data from a FileMaker Pro database in a script?,"<p>My job would be easier, or at least less tedious if I could come up with an automated way (preferably in a Python script) to extract useful information from a FileMaker Pro database. I am working on Linux machine and the FileMaker database is on the same LAN running on an OS X machine. I can log into the webby interface from my machine.</p>

<p>I'm quite handy with SQL, and if somebody could point me to some FileMaker plug-in that could give me SQL access to the data within FileMaker, I would be pleased as punch. Everything I've found only goes the other way: Having FileMaker get data from SQL sources. Not useful.</p>

<p>It's not my first choice, but I'd use Perl instead of Python if there was a Perl-y solution at hand.</p>

<p><em>Note</em>: XML/XSLT services (as suggested by some folks) are only available on FM Server, not FM Pro. Otherwise, that would probably be the best solution. ODBC is turning out to be extremely difficult to even get working. There is absolutely zero feedback from FM when you set it up so you have to dig through /var/log/system.log and parse obscure error messages.</p>

<p><em>Conclusion</em>: I got it working by running a python script locally on the machine that queries the FM database through the ODBC connections. The script is actually a TCPServer that accepts socket connections from other systems on the LAN, runs the queries, and returns the data through the socket connection. I had to do this to bypass the fact that FM Pro only accepts ODBC connections locally (FM server is required for external connections).</p>
"
28796,2900,2008-08-26T18:26:51Z,52,What refactoring tools do you use for Python?,"<p>I have a bunch of classes I want to rename.  Some of them have names that are small and that name is reused in other class names, where I don't want that name changed.  Most of this lives in Python code, but we also have some XML code that references class names.</p>

<p>Simple search and replace only gets me so far.  In my case, I want to rename AdminAction to AdminActionPlug and AdminActionLogger to AdminActionLoggerPlug, so the first one's search-and-replace would also hit the second, wrongly.</p>

<p>Does anyone have experience with Python refactoring tools ? Bonus points if they can fix class names in the XML documents too.</p>
"
28961,3117,2008-08-26T19:49:54Z,7,What's the best way to use web services in python?,"<p>I have a medium sized application that runs as a .net web-service which I do not control,
and I want to create a loose pythonic API above it to enable easy scripting.</p>

<p>I wanted to know what is the best/most practical solution for using web-services in python.</p>

<p>Edit:
I need to consume a complex soap WS
and I have no control over it.</p>
"
29243,1638,2008-08-27T00:21:35Z,14,How do I create an xml document in python,"<p>Here is my sample code:</p>

<pre><code>from xml.dom.minidom import *
def make_xml():
    doc = Document()
    node = doc.createElement('foo')
    node.innerText = 'bar'
    doc.appendChild(node)
    return doc
if __name__ == '__main__':
    make_xml().writexml(sys.stdout)
</code></pre>

<p>when I run the above code I get this:</p>

<pre><code>&lt;?xml version=""1.0"" ?&gt;
&lt;foo/&gt;
</code></pre>

<p>I would like to get:</p>

<pre><code>&lt;?xml version=""1.0"" ?&gt;
&lt;foo&gt;bar&lt;/foo&gt;
</code></pre>

<p>I just guessed that there was an innerText property, it gives no compiler error, but does not seem to work... how do I go about creating a text node?</p>
"
29562,2908,2008-08-27T05:03:07Z,23,Python distutils - does anyone know how to use it?,"<p>I wrote a quick program in python to add a gtk GUI to a cli program. I was wondering how I can create an installer using distutils. Since it's just a GUI frontend for a command line app it only works in *nix anyway so I'm not worried about it being cross platform.</p>

<p>my main goal is to create a .deb package for debian/ubuntu users, but I don't understand make/configure files. I've primarily been a web developer up until now.</p>

<p>Thanks for your help!</p>

<p><strong>edit</strong>: Does anyone know of a project that uses distutils so I could see it in action and, you know, actually try building it?</p>

<h2>Here are a few useful links</h2>

<ul>
<li><p><a href=""https://wiki.ubuntu.com/PackagingGuide/Python"">Ubuntu Python Packaging Guide</a></p>

<p>This Guide is <strong><em>very</em></strong> helpful. I don't know how I missed it during my initial wave of gooling. It even walks you through packaging up an existing python application</p></li>
<li><p><a href=""https://wiki.ubuntu.com/MOTU/GettingStarted"">The Ubuntu MOTU Project</a></p>

<p>This is the official package maintaining project at ubuntu. Anyone can join, and there are lots of tutorials and info about creating packages, of all types, which include the above 'python packaging guide'.</p></li>
<li><p><a href=""http://episteme.arstechnica.com/eve/forums/a/tpc/f/96509133/m/808004952931"">""Python distutils to deb?"" - Ars Technica Forum discussion</a></p>

<p>According to this conversation, you can't just use distutils. It doesn't follow the debian packaging format (or something like that). I guess that's why you need dh_make as seen in the Ubuntu Packaging guide</p></li>
<li><p><a href=""http://osdir.com/ml/linux.debian.devel.python/2004-10/msg00013.html"">""A bdist_deb command for distutils</a></p>

<p>This one has some interesting discussion (it's also how I found the ubuntu guide) about concatenating a zip-file and a shell script to create some kind of universal executable (anything with python and bash that is). weird. Let me know if anyone finds more info on this practice because I've never heard of it.</p></li>
<li><p><A href=""http://mail.python.org/pipermail/distutils-sig/2000-May/001000.html"">Description of the deb format and how distutils fit in - python mailing list</a></p></li>
</ul>
"
29856,3431280,2008-08-27T10:22:09Z,2,Install Python to match directory layout in OS X 10.5,"<p>The default Python install on OS X 10.5 is 2.5.1 with a fat 32 bit (Intel and PPC) client. I want to setup apache and mysql to run django. In the past I have run apache and mysql to match this install in 32 bit mode (even stripping out the 64 bit stuff from apache to make it work).</p>

<p>I want to upgrade Python to 64 bit. I am completely comfortable with compiling it from source with one caveat. How to I match the way that the default install is laid out? Especially with regards to site-packages being in <code>/Library/Python/2.5/</code> and not the one in buried at the top of the framework once I compile it. </p>
"
31340,242853,2008-08-27T23:44:47Z,71,"How do threads work in Python, and what are common Python-threading specific pitfalls?","<p>I've been trying to wrap my head around how threads work in Python, and it's hard to find good information on how they operate. I may just be missing a link or something, but it seems like the official documentation isn't very thorough on the subject, and I haven't been able to find a good write-up.</p>

<p>From what I can tell, only one thread can be running at once, and the active thread switches every 10 instructions or so?</p>

<p>Where is there a good explanation, or can you provide one? It would also be very nice to be aware of common problems that you run into while using threads with Python.</p>
"
32044,3154,2008-08-28T11:43:10Z,44,How can I render a tree structure (recursive) using a django template?,"<p>I have a tree structure in memory that I would like to render in HTML using a Django template. </p>

<pre><code>class Node():
  name = ""node name""
  children = []
</code></pre>

<p>There will be some object <code>root</code> that is a <code>Node</code>, and <code>children</code> is a list of <code>Node</code>s. <code>root</code> will be passed in the content of the template.</p>

<p>I have found <a href=""http://blog.elsdoerfer.name/2008/01/22/recursion-in-django-templates/"">this</a> one discussion of how this might be achieved, but the poster suggests this might not be good in a production environment.</p>

<p>Does anybody know of a better way?</p>
"
32385,2147,2008-08-28T14:23:00Z,6,Programmatically editing Python source,"<p>This is something that I think would be very useful.  Basically, I'd like there to be a way to edit Python source programmatically without requiring human intervention.  There are a couple of things I would like to do with this:</p>

<ol>
<li><p>Edit the configuration of Python apps that use source modules for configuration.</p></li>
<li><p>Set up a ""template"" so that I can customize a Python source file on the fly.  This way, I can set up a ""project"" system on an open source app I'm working on and allow certain files to be customized.</p></li>
</ol>

<p>I could probably write something that can do this myself, but I can see that opening up a lot of ""devil's in the details"" type issues.  Are there any ways to do this currently, or am I just going to have to bite the bullet and implement it myself?</p>
"
32404,2077,2008-08-28T14:28:04Z,165,"Is it possible to run a Python script as a service in Windows? If possible, how?","<p>I am sketching the architecture for a set of programs that share various interrelated objects stored in a database. I want one of the programs to act as a service which provides a higher level interface for operations on these objects, and the other programs to access the objects through that service.</p>

<p>I am currently aiming for Python and the Django framework as the technologies to implement that service with. I'm pretty sure I figure how to demonize the Python program in Linux. However, it is an optional spec item that the system should support Windows. I have little experience with Windows programming and no experience at all with Windows services.</p>

<p><strong>Is it possible to run a Python programs as a Windows service (i. e. run it automatically without user login)?</strong> I won't necessarily have to implement this part, but I need a rough idea how it would be done in order to decide whether to design along these lines.</p>

<p><i>Edit: Thanks for all the answers so far, they are quite comprehensive. I would like to know one more thing: <b>How is Windows aware of my service? Can I manage it with the native Windows utilities?</b> <strong>Basically, what is the equivalent of putting a start/stop script in /etc/init.d?</i></strong></p>
"
32899,720,2008-08-28T17:49:02Z,111,How to generate dynamic (parametrized) unit tests in python?,"<p>I have some kind of test data and want to create an unit test for each item. My first idea was to do it like this:</p>

<pre><code>import unittest

l = [[""foo"", ""a"", ""a"",], [""bar"", ""a"", ""b""], [""lee"", ""b"", ""b""]]

class TestSequence(unittest.TestCase):
    def testsample(self):
        for name, a,b in l:
            print ""test"", name
            self.assertEqual(a,b)

if __name__ == '__main__':
    unittest.main()
</code></pre>

<p>The downside of this is that it handles all data in one test. I would like to generate one test for each item on the fly. Any suggestions?</p>
"
33475,742,2008-08-28T21:48:09Z,1,"ssh hangs when command invoked directly, but exits cleanly when run interactive","<p>I need to launch a server on the remote machine and retrieve the port number that the server process is lsitening on.  When invoked, the server will listen on a random port and output the port number on stderr.</p>

<p>I want to automate the process of logging on to the remote machine, launching the process, and retrieving the port number. I wrote a Python script called ""<code>invokejob.py</code>"" that lives on the remote machine to act as a wrapper that invokes the job and then returns the port number, it looks like this:</p>

<pre><code>import re, subprocess
executable = ... # Name of executable
regex = ... # Regex to extract the port number from the output
p = subprocess.Popen(executable,
    bufsize=1, # line buffered
    stderr=subprocess.PIPE
    )
s = p.stderr.readline()
port = re.match(regex).groups()[0]
print port
</code></pre>

<p>If I log in interactively, this script works:</p>

<pre><code>$ ssh remotehost.example.com
Last login: Thu Aug 28 17:31:18 2008 from localhost
$ ./invokejob.py
63409
$ exit
logout
Connection to remotehost.example.com closed.
</code></pre>

<p>(Note: successful logout, it did not hang).</p>

<p>However, if I try to invoke it from the command-line, it just hangs:</p>

<pre><code>$ ssh remotehost.example.com invokejob.py
</code></pre>

<p>Does anybody know why it hangs in the second case, and what I can do to avoid this? </p>

<p>Note that I need to retrieve the output of the program, so I can't just use the ssh ""-f"" flag or redirect standard output.</p>
"
33534,394,2008-08-28T22:18:02Z,10,Extending base classes in Python,"<p>I'm trying to extend some ""base"" classes in Python:</p>

<pre><code>class xlist (list):
    def len(self):
        return len(self)

    def add(self, *args):
        self.extend(args)
        return None


class xint (int):
    def add(self, value):
        self += value
        return self


x = xlist([1,2,3])
print x.len()   ## &gt;&gt;&gt; 3 ok
print x         ## &gt;&gt;&gt; [1,2,3] ok
x.add (4, 5, 6)
print x         ## &gt;&gt;&gt; [1,2,3,4,5,6] ok

x = xint(10)
print x         ## &gt;&gt;&gt; 10 ok
x.add (2)
print x         ## &gt;&gt;&gt; 10  # Not ok (#1)

print type(x)         ## &gt;&gt;&gt; &lt;class '__main__.xint'&gt; ok
x += 5
print type(x)         ## &gt;&gt;&gt; &lt;type 'int'&gt;  # Not ok (#2)
</code></pre>

<p>It works fine in the <em>list</em> case because the <em>append</em> method modifies the object ""in place"", without returning it. But in the <em>int</em> case, the <em>add</em> method doesn't modify the value of the external <em>x</em> variable. I suppose that's fine in the sense that <em>self</em> is a local variable in the <em>add</em> method of the class, but this is preventing me from modifying the initial value assigned to the instance of the class.</p>

<p>Is it possible to extend a class this way or should I define a class property with the base type and map all the needed methods to this property?</p>
"
33978,3119,2008-08-29T04:59:31Z,117,Find out how much memory is being used by an object in Python,"<p>How would you go about finding out how much memory is being used by an object? I know it is possible to find out how much is used by a block of code, but not by an instantiated object (anytime during its life), which is what I want. </p>
"
34020,3561,2008-08-29T05:43:16Z,17,Are Python threads buggy?,"<p>A reliable coder friend told me that Python's current multi-threading implementation is seriously buggy - enough to avoid using altogether.  What can said about this rumor?</p>
"
34079,3573,2008-08-29T06:55:54Z,44,How to specify an authenticated proxy for a python http connection?,"<p>What's the best way to specify a proxy with username and password for an http connection in python?</p>
"
34209,3594,2008-08-29T09:03:27Z,1,Django ImageField core=False in newforms admin,"<p>In the transition to newforms admin I'm having difficulty figuring out how specify core=False for ImageFields.</p>

<p>I get the following error:</p>

<pre><code>TypeError: __init__() got an unexpected keyword argument 'core'
</code></pre>

<p>[Edit] However, by just removing the core argument I get a ""This field is required."" error in the admin interface on attempted submission. How does one accomplish what core=False is meant to do using newforms admin?</p>
"
34243,3594,2008-08-29T09:24:08Z,8,Python descriptor protocol analog in other languages?,"<p>Is there something like the Python descriptor protocol implemented in other languages? It seems like a nice way to increase modularity/encapsulation without bloating your containing class' implementation, but I've never heard of a similar thing in any other languages. Is it likely absent from other languages because of the lookup overhead?</p>
"
34328,2077,2008-08-29T10:18:21Z,10,How do I make Windows aware of a service I have written in Python?,"<p>In <a href=""http://stackoverflow.com/questions/32404/can-i-run-a-python-script-as-a-service-in-windows-how"" rel=""nofollow"" title=""Python scripts as Windows service"">another question</a> I posted yesterday, I got very good advice on how a Python script could be run as a service in Windows. What I'm left wondering is: How is Windows aware of the services that can be managed in the native tools (""services"" window in ""administrative tools""). I. e. what is the Windows equivalent of putting a start/stop script in /etc/init.d under Linux?</p>
"
34439,3587,2008-08-29T15:05:17Z,159,Finding what methods an object has,"<p>Given a Python object of any kind, is there an easy way to get a list of all methods that this object has?<br>
Or,</p>

<p>if this is not possible, is there at least an easy way to check if it has a particular method other than simply checking if an error occurs when the method is called?</p>
"
34916,985,2008-08-29T18:12:30Z,8,Scaffolding in pylons,"<p>Is there anything similar to rails' scaffolding fo pylons? I've been poking around google, but fofund only this thing caled dbsprockets, which is fine, although probably way to much for my needs. What i really need is a basic CRUD thas is based on the SQLAlchemy model.</p>
"
35538,3594,2008-08-30T01:15:32Z,21,Validate (X)HTML in Python,"<p>What's the best way to go about validating that a document follows some version of HTML (prefereably that I can specify)? I'd like to be able to know where the failures occur, as in a web-based validator, except in a native Python app.</p>
"
35569,3594,2008-08-30T01:51:05Z,6,Why does Python's iter() on a mapping return iterkeys() instead of iteritems()?,"<p>It seems like if you want to get the keys of a mapping, you ask for them; otherwise, give me the <em>whole</em> mapping (constituted by a set of key-value pairs). Is there a historical reason for this?</p>
"
35634,3594,2008-08-30T03:04:54Z,6,"Ruby ""is"" equivalent","<p>Is there a Ruby equivalent for Python's ""is""? It tests whether two objects are identical (i.e. have the same memory location).</p>
"
35753,3373,2008-08-30T07:08:22Z,25,Is Python good for big software projects (not web based)?,"<p>Right now I'm developing mostly in C/C++, but I wrote some small utilities in Python to automatize some tasks and I really love it as language (especially the productivity). </p>

<p>Except for the performances (a problem that could be sometimes solved thanks to the ease of interfacing Python with C modules), do you think it is proper for production use in the development of stand-alone complex applications (think for example to a word processor or a graphic tool)?</p>

<p>What IDE would you suggest? The IDLE provided with Python is not enough even for small projects in my opinion.</p>
"
35805,3154,2008-08-30T09:12:41Z,27,Why is my instance variable not in __dict__?,"<p>If I create a class <code>A</code> as follows:</p>

<pre><code>class A:
    def __init__(self):
        self.name = 'A'
</code></pre>

<p>Inspecting the <code>__dict__</code> member looks like <code>{'name': 'A'}</code></p>

<p>If however I create a class <code>B</code>:</p>

<pre><code>class B:
    name = 'B'
</code></pre>

<p><code>__dict__</code> is empty.</p>

<p>What is the difference between the two, and why doesn't <code>name</code> show up in <code>B</code>'s <code>__dict__</code>?</p>
"
